date,key,value
0:00,unshared,117
1:00,unshared,104
2:00,unshared,84
3:00,unshared,62
4:00,unshared,33
5:00,unshared,19
6:00,unshared,19
7:00,unshared,40
8:00,unshared,46
9:00,unshared,44
10:00,unshared,47
11:00,unshared,44
12:00,unshared,37
13:00,unshared,44
14:00,unshared,66
15:00,unshared,54
16:00,unshared,78
17:00,unshared,89
18:00,unshared,111
19:00,unshared,123
20:00,unshared,134
21:00,unshared,127
22:00,unshared,149
23:00,unshared,131
